	X1.6.Anhydro.beta.D.glucose	X1.Methylnicotinamide	X2.Aminobutyrate	X2.Hydroxyisobutyrate	X2.Oxoglutarate	X3.Aminoisobutyrate	X3.Hydroxybutyrate	X3.Hydroxyisovalerate	X3.Indoxylsulfate	X4.Hydroxyphenylacetate	Acetate	Acetone	Adipate	Alanine	Asparagine	Betaine	Carnitine	Citrate	Creatine	Creatinine	Dimethylamine	Ethanolamine	Formate	Fucose	Fumarate	Glucose	Glutamine	Glycine	Glycolate	Guanidoacetate	Hippurate	Histidine	Hypoxanthine	Isoleucine	Lactate	Leucine	Lysine	Methylamine	Methylguanidine	N.N.Dimethylglycine	O.Acetylcarnitine	Pantothenate	Pyroglutamate	Pyruvate	Quinolinate	Serine	Succinate	Sucrose	Tartrate	Taurine	Threonine	Trigonelline	Trimethylamine.N.oxide	Tryptophan	Tyrosine	Uracil	Valine	Xylose	cis.Aconitate	myo.Inositol	trans.Aconitate	pi.Methylhistidine	tau.Methylhistidine
PIF_195	2.78377591163035	4.56048657836145	2.51446545202954	2.21593728626837	1.89311196348834	1.94448055624572	2.01356879752913	1.52605630349505	4.15575319035074	3.75373042643355	4.47152450111817	1.95302761682418	1.75958057086382	4.37273358776229	3.01993696225081	2.25967759198277	1.83418018511201	5.3746300493972	2.97246364661464	8.19027675238463	4.96696201630629	3.55877076876692	3.98861360758986	3.49103808566194	1.54968790802833	4.74866428562682	3.41345527905766	4.95702352464761	3.68537331478465	4.48141937855192	8.48020757856426	3.95928819789526	2.6159349121944	1.62136648329937	4.15575319035074	1.78339121955754	2.57870052907436	0.920282753143693	2.04769284336526	2.03077636969855	1.01884732019925	3.23985423125339	4.42208834024773	1.17248213723457	3.13462427242061	4.85779486662447	3.46197885392201	3.43269604872153	2.24177295359729	4.46164617590205	3.20152618653309	2.89701630061483	4.94712735283987	2.58776403522771	3.03927057556847	1.41098697371026	2.18041745901984	2.40423874672055	4.4320065669789	2.84954976337591	2.18041745901984	2.81180943539306	2.25967759198277
NETCR_015_V1	4.27402374212223	4.34302589732415	3.16336311493794	4.12632760807515	5.44432066066788	3.99856760682833	2.93438864331294	2.07442899985629	4.92725368515721	4.09684144242069	2.84954976337591	2.09186406167839	1.96990565461153	5.93264298629964	4.87763709263339	5.74319547701304	5.33484214123041	8.3202435641845	3.87099265587015	9.21010034317157	5.72325825115686	6.81110119654506	5.68340968484826	5.00669420486299	2.05668455455722	5.77312195273481	6.08228740118158	7.16077602844648	5.77312195273481	5.26517414795478	6.35174049962577	6.2219808527516	4.88756329650626	2.63476240533238	4.72889111297785	3.27827616814965	4.67934958416234	2.30558060197384	3.31709087236516	3.10593106585207	3.43269604872153	3.35550242240003	5.05637318577011	2.83085763036376	3.50074101199842	5.60370427924326	3.24959899751104	3.01062088604774	2.63476240533238	6.20202931621533	5.05637318577011	4.55060839799541	5.23532431722011	4.71894520024694	5.19556455897321	4.04760229966997	3.56868726878553	4.03777421073371	5.05637318577011	4.01818320125654	3.44265917146975	6.84107045618614	5.05637318577011
PIF_102	3.26880819361641	4.62976523284347	2.23323501485925	4.09684144242069	4.49121730591206	3.16336311493794	3.55877076876692	3.87099265587015	6.09225965714288	6.07230693495208	5.31492863235323	2.09186406167839	2.97246364661464	5.80302430930585	4.17546361350689	4.02802668118445	4.71894520024694	8.11030106560246	4.55060839799541	8.92013378227725	5.83293763887974	5.77312195273481	5.46425544409147	4.17546361350689	2.35896542643015	5.8229571341474	5.65350620678147	6.77114486531935	3.57822718401034	3.57822718401034	6.99091926424287	4.86768828477632	5.09613998104273	2.10900034392138	5.28508013976602	3.08694315360738	3.91022138348152	3.82209829790016	2.2690283094652	2.89701630061483	3.80265446837278	5.41445460417708	5.13591607718921	2.2060741926132	4.62976523284347	4.81810177222588	4.49121730591206	6.40166840956332	4.58026255028191	5.43437681095513	4.82807370849769	5.84290653246683	6.89101595497784	3.49103808566194	4.05750767217013	4.91734973004026	3.60739821224605	3.49103808566194	5.17564112868052	5.12598574378343	5.20548910423684	5.73324418480582	5.14586524335636
NETL_010_V1	3.56868726878553	2.6253929674212	1.56444054650336	2.23323501485925	2.72785282839839	3.23040906068187	1.42551507427317	1.94448055624572	3.77322060254769	3.98861360758986	2.31451366385932	2.44147709186066	1.49514876603197	3.39417276672519	2.72785282839839	2.18829594659192	2.8402473707136	5.56383051422876	4.45166929500233	7.30067535958801	4.63966822639566	4.08698420781581	3.8416005411316	2.79300390698237	0.858661619037519	3.78305262413119	3.80265446837278	4.47152450111817	2.18041745901984	4.44182738779192	6.19205569395168	3.31709087236516	2.17133680638409	1.35840915763035	2.91560622907471	1.53255686809814	2.44147709186066	1.62924053973028	1.83418018511201	1.42551507427317	1.08180517035173	2.32336763217657	3.60739821224605	1.35840915763035	2.46809953147162	3.46197885392201	1.86717610851281	2.96320908184843	1.58923520511658	5.34477147091992	2.31451366385932	2.40423874672055	5.95259377271899	2.47737838336721	2.18041745901984	2.10900034392138	2.32336763217657	3.43269604872153	2.97246364661464	2.82137888640921	2.12704052047911	3.50074101199842	2.97246364661464
NETL_010_V2	2.97246364661464	2.24177295359729	1.56444054650336	1.76644166124377	2.2060741926132	3.17262244035074	1.43983512804792	1.80005827204275	3.47165584531072	3.10593106585207	2.05668455455722	2.60638654732571	1.49514876603197	3.12500460925813	2.21593728626837	2.50552593699074	2.88759011493429	5.19556455897321	5.98252470553851	6.97093662958026	3.74384101218791	3.95928819789526	3.11529150861163	1.90210752639692	0.582215619852664	3.66586667980486	3.19212108755938	4.37273358776229	1.85941811770187	3.96915919679896	6.45157565632947	3.31709087236516	1.96150224381515	1.35840915763035	2.18041745901984	2.50552593699074	3.01993696225081	1.69377906086785	1.36609165380237	1.43270073393405	1.12492959698548	1.70110510095992	3.26880819361641	1.96150224381515	2.11866225483312	2.8402473707136	1.39376637595859	2.32336763217657	1.47932922708708	5.17564112868052	2.40423874672055	3.32647383546622	4.5407383258287	2.44147709186066	1.65249740189455	2.10900034392138	1.98787434815435	3.11529150861163	2.97246364661464	2.53290284805626	2.51446545202954	3.44265917146975	2.87807423008576
NETL_001_V1	3.6464937376175	4.02802668118445	2.12704052047911	3.61711488788463	4.34302589732415	2.38600670113312	2.10900034392138	1.65249740189455	4.64956977328478	4.26422797389543	3.39417276672519	1.19088756477728	1.85159946958407	5.03649795362198	3.89059505801453	4.26422797389543	2.18829594659192	7.64047887865527	3.23040906068187	8.85014351910493	5.26517414795478	5.32486192177015	4.29374171980631	4.53087758140624	1.30562645805244	4.5407383258287	5.20548910423684	7.05086812255081	5.77312195273481	4.25433529853104	7.98034181682586	5.98252470553851	3.23985423125339	2.1621729392773	3.46197885392201	3.13462427242061	3.82209829790016	3.32647383546622	1.79175946922805	3.05823747890539	1.08856195281461	5.1656998419332	4.31348009213877	2.35042242240821	4.00824186316869	4.84788104279483	3.80265446837278	3.01993696225081	2.29656702066848	6.97093662958026	4.18540329316907	4.5407383258287	5.28508013976602	4.3233376383252	4.18540329316907	3.61711488788463	3.43269604872153	3.93963817246112	4.00824186316869	4.91734973004026	2.77446196662146	4.84788104279483	3.04879899449068
NETCR_015_V2	3.54904250892614	3.99856760682833	2.95334655705755	3.86136109062592	4.41219204900561	3.82209829790016	2.93438864331294	1.70110510095992	3.49103808566194	4.4320065669789	3.43269604872153	2.41412646772695	2.71800053195538	6.14214492668848	4.90742062261527	5.51403340203345	2.24177295359729	8.3202435641845	4.53087758140624	9.02012131183613	5.52401764664394	6.54144838207405	5.20548910423684	4.48141937855192	1.90210752639692	5.40452252539435	6.53146054817375	7.1407937140678	6.09225965714288	5.71330367053984	5.95259377271899	6.42162226780652	4.99680678615972	2.6159349121944	4.92725368515721	3.18221184049661	4.46164617590205	1.68454538492091	3.56868726878553	3.47165584531072	2.85876641848083	3.23985423125339	4.91734973004026	3.40386049908164	3.71454720086251	5.60370427924326	3.28802868355652	2.87807423008576	3.7244878815813	5.54392666257791	5.06632225551051	4.67934958416234	4.68923556110576	4.68923556110576	4.84788104279483	4.06731588983418	3.65609796458956	5.56383051422876	5.21542476845847	4.61986173473108	3.12500460925813	5.56383051422876	4.73882657080077
NETCR_005_V1	3.15359035816957	4.02802668118445	3.07731226054641	3.67554088967476	5.1060666786762	5.33484214123041	2.77446196662146	2.10900034392138	5.0762357511802	4.45166929500233	2.49568172295596	2.50552593699074	1.97823903617067	5.40452252539435	4.15575319035074	3.90035520056046	3.04879899449068	7.84039168939238	3.91999117507732	9.38008399044478	5.91271891453539	5.58375943205647	4.46164617590205	3.65609796458956	1.62924053973028	5.3746300493972	5.66348117788268	6.81110119654506	5.79304409572428	4.5703716804454	6.14214492668848	5.69336169982828	4.5209186335405	2.74662968306969	4.60005713660127	3.22087382753087	4.48141937855192	2.91560622907471	3.58795353552398	3.77322060254769	2.94391252482419	3.40386049908164	5.06632225551051	3.46197885392201	3.79278891750445	5.29501190953931	2.88759011493429	2.91560622907471	2.45958884180371	6.30183111968026	4.86768828477632	3.66586667980486	5.61363892480323	3.6464937376175	3.57822718401034	4.08698420781581	3.46197885392201	3.8416005411316	5.49413083019029	3.44265917146975	3.41345527905766	7.08084266508567	5.22537025879197
PIF_111	4.99680678615972	2.40423874672055	1.98787434815435	3.36522472120334	3.22087382753087	2.76506045581899	2.278292400425	2.02154756326093	4.84788104279483	3.68537331478465	4.19524514715783	1.63705307946707	2.8402473707136	4.66945867587045	3.29768700529249	2.66235524184008	4.26422797389543	6.98093138851529	3.08694315360738	8.25026231583408	4.79826681595	5.33484214123041	4.72889111297785	3.28802868355652	1.52605630349505	5.1060666786762	4.33323022048492	5.95259377271899	4.64956977328478	4.18540329316907	5.46425544409147	3.38439026334577	3.82209829790016	1.13783300182139	4.16557936315055	2.2512917986065	3.57822718401034	3.05823747890539	1.47932922708708	2.67138621673062	2.8402473707136	2.11866225483312	4.46164617590205	1.01884732019925	4.44182738779192	3.69511000386457	4.1066024596176	4.02802668118445	1.51072193949494	4.18540329316907	3.82209829790016	6.03241453343694	4.90742062261527	3.60739821224605	3.91022138348152	2.82137888640921	2.95334655705755	3.36522472120334	3.18221184049661	3.75373042643355	2.59749101053515	3.86136109062592	3.30725293548561
PIF_171	4.17546361350689	2.00417905717929	3.39417276672519	2.99172425215645	4.46164617590205	3.49103808566194	3.30725293548561	2.34084380511114	6.42162226780652	5.15577405976249	4.5703716804454	1.90210752639692	2.19722457733622	5.6335745796127	3.56868726878553	3.77322060254769	3.17262244035074	6.60136597906466	3.06758771065442	9.2700940263753	6.13218255404686	5.28508013976602	5.12598574378343	4.92725368515721	2.2060741926132	5.72325825115686	5.61363892480323	6.18206424534616	3.75373042643355	3.59786005572677	8.27025631053544	4.60005713660127	4.1066024596176	2.84954976337591	5.1656998419332	2.2512917986065	3.63679637424371	2.85876641848083	1.66959183525385	2.53290284805626	3.20152618653309	3.01062088604774	6.09225965714288	2.90635446240277	4.48141937855192	5.0861755733416	1.84213567655312	5.54392666257791	2.47737838336721	5.51403340203345	4.14598779537394	6.11222093574376	6.43160479648312	3.36522472120334	4.86768828477632	3.15359035816957	3.26880819361641	4.34302589732415	3.34603697048488	5.20548910423684	4.41219204900561	4.30365960559978	4.61986173473108
NETCR_008_V1	3.51035069555868	2.70871664564537	1.3787660946991	1.81807677754543	2.2060741926132	1.94448055624572	1.45628673293993	0.982078472412158	3.74384101218791	2.80275413657151	2.34084380511114	1.85941811770187	1.0952733874026	2.87807423008576	2.03992078351755	1.19088756477728	1.31372366828506	4.1066024596176	1.66013102674962	7.20074573699139	4.04760229966997	3.7244878815813	2.00417905717929	2.78377591163035	0.900161349944271	4.07702884001241	3.50074101199842	3.66586667980486	3.39417276672519	2.13534917361813	5.57378767804001	2.84954976337591	2.78377591163035	1.02604159583327	3.22087382753087	1.45628673293993	2.91560622907471	1.51072193949494	1.36609165380237	0.802001585472027	1.26129787094521	2.35042242240821	3.10593106585207	0.963174317773006	2.34084380511114	3.86136109062592	1.43270073393405	2.94391252482419	1.58923520511658	3.36522472120334	2.56955412384829	3.52988372262348	4.62976523284347	2.67138621673062	1.88403474533723	2.74662968306969	1.62924053973028	3.01993696225081	3.37485340632255	3.05823747890539	1.77495235091167	4.22478785824739	2.8402473707136
NETCR_008_V2	4.73882657080077	3.79278891750445	1.73342389221509	3.33612538491844	3.15359035816957	3.33612538491844	2.35042242240821	1.37118072330984	5.31492863235323	4.11643215868611	4.02802668118445	1.99605993274078	2.25967759198277	4.13612609623706	3.43269604872153	2.75556971707019	3.32647383546622	7.02089644670882	3.42328497812616	8.96012876393686	5.72325825115686	4.97694061757216	3.83189696094886	4.53087758140624	0.76080582903376	4.94712735283987	4.53087758140624	5.73324418480582	4.72889111297785	4.29374171980631	8.65017568342238	4.64956977328478	4.33323022048492	1.33500106673234	3.89059505801453	2.73696154459663	4.42208834024773	1.54115907168081	1.68454538492091	1.49514876603197	2.40423874672055	3.85142338329922	5.19556455897321	2.09186406167839	3.88094504985728	5.38458680170021	3.55877076876692	2.47737838336721	2.55100645149252	4.92725368515721	3.69511000386457	4.95702352464761	7.3406474689915	3.52988372262348	3.22087382753087	4.02802668118445	2.89701630061483	3.86136109062592	5.0861755733416	3.42328497812616	3.06758771065442	4.22478785824739	4.39247189253542
NETL_017_V1	3.14415227867226	3.07731226054641	2.18041745901984	3.02965049175745	3.67554088967476	2.33214389523559	1.55603713570699	1.51732262352629	4.17546361350689	3.43269604872153	1.90210752639692	3.12500460925813	1.26129787094521	4.04760229966997	3.06758771065442	3.65609796458956	3.85142338329922	6.88103135467435	2.12704052047911	8.54019461866093	5.02657425789776	4.88756329650626	3.37485340632255	3.23985423125339	1.11514159061932	4.35298394922115	3.74384101218791	5.23532431722011	3.42328497812616	2.78377591163035	7.01089833789901	4.04760229966997	3.69511000386457	1.98787434815435	2.77446196662146	2.00417905717929	3.39417276672519	1.90954250488444	2.06559613485778	2.06559613485778	3.11529150861163	2.50552593699074	4.19524514715783	2.43185742869818	3.26880819361641	4.45166929500233	2.2512917986065	2.90635446240277	2.12704052047911	6.06234230774142	3.30725293548561	4.40231933794164	5.8229571341474	3.01062088604774	3.20152618653309	3.05823747890539	2.45014265735166	2.6440448711263	4.31348009213877	3.31709087236516	2.68102152871429	5.30499502130128	4.03777421073371
NETL_017_V2	3.86136109062592	2.37769256548085	1.41098697371026	2.33214389523559	2.45014265735166	2.65324196460721	1.84213567655312	0.993251773010283	3.35550242240003	3.32647383546622	1.76644166124377	3.21124679770371	0.936093359170335	3.06758771065442	2.6253929674212	3.80265446837278	2.54160199346455	5.54392666257791	1.67709656090792	7.36063818141945	4.48141937855192	3.73409179693548	3.22087382753087	2.06559613485778	1.47017584510059	4.28386238588665	3.74384101218791	4.34302589732415	3.07731226054641	2.51446545202954	5.922677011681	3.59786005572677	2.33214389523559	1.17865499634165	2.11866225483312	1.66959183525385	3.12500460925813	1.26976054486394	1.54115907168081	0.963174317773006	1.54968790802833	1.41098697371026	3.30725293548561	2.04769284336526	3.14415227867226	3.53950899745967	1.00063188030791	2.92530980925744	3.54904250892614	4.85779486662447	2.45014265735166	4.09684144242069	6.17209717846997	2.73696154459663	2.37769256548085	1.91839212016142	1.90954250488444	3.68537331478465	3.14415227867226	3.20152618653309	3.09648217665413	4.29374171980631	2.83085763036376
NETL_002_V1	5.26517414795478	4.69911579883062	2.17133680638409	3.85142338329922	4.02802668118445	2.08318452795867	1.45628673293993	3.44265917146975	5.03649795362198	4.82807370849769	3.70499883599382	2.04769284336526	2.52332575969195	5.23532431722011	3.67554088967476	3.12500460925813	3.56868726878553	7.45057944484915	2.19722457733622	8.8201470541713	5.39453622428858	4.98682062933022	4.73882657080077	3.97893371071077	1.66013102674962	5.09613998104273	4.81810177222588	6.11222093574376	5.65350620678147	3.93963817246112	7.11081856446216	5.99248902215417	3.49103808566194	2.23323501485925	4.11643215868611	2.91560622907471	4.16557936315055	2.30558060197384	3.31709087236516	1.71739505393919	2.53290284805626	3.33612538491844	4.85779486662447	1.67709656090792	3.87099265587015	4.66945867587045	4.21493845852052	3.63679637424371	2.50552593699074	6.51149269743872	3.97893371071077	2.60638654732571	6.08228740118158	4.04760229966997	4.08698420781581	3.18221184049661	3.27827616814965	3.92986292355648	5.06632225551051	3.61711488788463	3.44265917146975	3.51035069555868	4.28386238588665
NETL_002_V2	6.27189539284557	5.42442124334376	2.67138621673062	4.55060839799541	5.44432066066788	2.46809953147162	2.77446196662146	4.12632760807515	5.12598574378343	5.31492863235323	3.88094504985728	2.09186406167839	4.08698420781581	5.922677011681	4.02802668118445	3.81242364020539	4.01818320125654	7.79041476747162	3.46197885392201	9.50007508631645	6.04237151688179	5.48417433307623	4.61986173473108	4.88756329650626	2.03992078351755	5.64353694764092	5.62362031540416	6.67127316322875	6.58138781673262	4.38252650971553	7.51054549230136	6.58138781673262	5.17564112868052	3.10593106585207	4.88756329650626	3.66586667980486	4.53087758140624	2.75556971707019	3.81242364020539	1.97823903617067	2.90635446240277	4.28386238588665	5.75317563159212	4.09684144242069	3.92986292355648	5.95259377271899	3.94951144983914	4.7090796493786	2.86846692250811	7.10082717656896	4.7784509981299	4.14598779537394	6.88103135467435	4.59015806586759	4.91734973004026	3.96915919679896	4.05750767217013	6.01244295349317	5.60370427924326	4.86768828477632	4.04760229966997	6.00247866837108	5.66348117788268
PIF_190	3.39417276672519	2.32336763217657	1.87640694328834	2.92530980925744	2.73696154459663	2.80275413657151	2.05668455455722	2.33214389523559	4.65946895939547	3.40386049908164	2.76506045581899	3.15359035816957	2.32336763217657	4.04760229966997	2.91560622907471	4.63966822639566	3.09648217665413	6.07230693495208	3.16336311493794	7.66047240773871	4.65946895939547	4.47152450111817	4.13612609623706	3.17262244035074	1.41098697371026	4.33323022048492	3.8416005411316	5.22537025879197	3.95928819789526	2.08318452795867	6.92098734775086	3.69511000386457	2.54160199346455	1.69377906086785	3.58795353552398	2.09186406167839	3.23985423125339	1.64480505627139	1.50185270175416	3.22087382753087	3.21124679770371	1.62136648329937	5.0861755733416	1.69377906086785	3.27827616814965	3.96915919679896	1.39376637595859	2.56032328907275	2.06559613485778	4.20499108230916	2.92530980925744	4.74866428562682	5.83293763887974	3.22087382753087	4.45166929500233	1.83418018511201	2.33214389523559	3.77322060254769	4.19524514715783	3.47165584531072	2.48657192910706	4.60005713660127	3.97893371071077
NETCR_009_V1	5.20548910423684	3.90035520056046	2.29656702066848	3.96915919679896	6.89101595497784	5.29501190953931	3.07731226054641	4.06731588983418	6.2219808527516	6.68125610385457	4.02802668118445	1.41098697371026	2.30558060197384	6.40166840956332	5.03649795362198	4.92725368515721	2.63476240533238	8.05031746517745	5.31492863235323	9.51007378443664	6.12218574483099	6.32179294896871	3.89059505801453	4.47152450111817	3.61711488788463	5.62362031540416	6.76115601530771	7.62048937730012	5.23532431722011	5.49413083019029	6.20202931621533	6.30183111968026	5.04645278696165	2.92530980925744	5.29501190953931	3.48124008933569	5.68340968484826	2.90635446240277	3.62700405039585	3.78305262413119	1.5810384379124	3.75373042643355	5.51403340203345	4.21493845852052	3.95928819789526	5.39453622428858	4.65946895939547	3.70499883599382	3.05823747890539	5.85286318100357	5.52401764664394	5.93264298629964	7.02089644670882	5.22537025879197	4.94712735283987	4.93720401601037	3.99856760682833	4.08698420781581	5.70334904740685	5.18559649648392	3.4522073025699	6.85105793530359	3.90035520056046
NETCR_009_V2	3.88094504985728	2.1621729392773	1.62136648329937	2.33214389523559	4.19524514715783	3.93963817246112	1.65249740189455	0.65232518603969	4.01818320125654	4.55060839799541	2.72785282839839	1.67709656090792	1.90954250488444	4.55060839799541	3.6464937376175	3.07731226054641	1.40118297361364	7.49055731903563	2.33214389523559	7.74043394058046	4.50114211556404	4.74866428562682	3.07731226054641	3.49103808566194	1.48613969608961	4.24448722065182	4.80819265930608	6.74118107915582	4.20499108230916	3.8416005411316	4.81810177222588	3.34603697048488	2.93438864331294	1.73342389221509	3.59786005572677	2.14476100780048	2.89701630061483	1.48613969608961	2.90635446240277	2.2690283094652	0.955511445027436	1.95302761682418	3.71454720086251	1.75958057086382	1.82616089594539	4.07702884001241	1.80828877117927	4.44182738779192	1.74221902366792	4.16557936315055	3.04879899449068	4.90742062261527	4.30365960559978	2.94391252482419	2.69056488676119	2.35896542643015	1.93585981320181	2.55100645149252	3.01062088604774	2.6253929674212	3.59786005572677	2.51446545202954	2.30558060197384
NETL_007_V1	2.83085763036376	2.8402473707136	1.07500242302898	2.82137888640921	3.26880819361641	2.67138621673062	1.61143591509677	1.64480505627139	3.6464937376175	3.54904250892614	3.32647383546622	2.13534917361813	2.2512917986065	4.08698420781581	2.80275413657151	3.34603697048488	3.01993696225081	6.92098734775086	2.56032328907275	8.0603158344773	4.87763709263339	4.93720401601037	4.28386238588665	3.97893371071077	0.792992515529661	4.34302589732415	4.82807370849769	6.20202931621533	4.5110792625885	3.77322060254769	6.35174049962577	4.37273358776229	3.33612538491844	1.64480505627139	2.93438864331294	2.29656702066848	3.60739821224605	2.01356879752913	1.01884732019925	2.53290284805626	1.59736533119983	2.35042242240821	3.82209829790016	1.98787434815435	2.57870052907436	4.5209186335405	2.25967759198277	2.89701630061483	1.77495235091167	5.56383051422876	3.66586667980486	4.22478785824739	4.87763709263339	2.93438864331294	3.07731226054641	3.37485340632255	2.57870052907436	3.29768700529249	3.56868726878553	3.90035520056046	2.02154756326093	4.14598779537394	3.42328497812616
PIF_112	3.17262244035074	2.43185742869818	0.824175442966349	1.88403474533723	2.2512917986065	2.69056488676119	1.51732262352629	1.99605993274078	4.24448722065182	3.21124679770371	2.96320908184843	1.1999647829284	1.37118072330984	3.88094504985728	2.87807423008576	2.35896542643015	3.82209829790016	6.44160023442458	1.85941811770187	6.91100000914703	3.82209829790016	3.11529150861163	3.86136109062592	2.81180943539306	0.963174317773006	3.32647383546622	4.07702884001241	5.58375943205647	4.13612609623706	2.50552593699074	6.14214492668848	4.21493845852052	1.85159946958407	1.37118072330984	3.17262244035074	1.25561603747777	3.44265917146975	1.60341984010854	1.05082162483176	2.08318452795867	0.802001585472027	1.55603713570699	3.39417276672519	1.93585981320181	2.66235524184008	3.7635229971097	2.77446196662146	3.25924971900647	2.46809953147162	3.5201649007262	2.97246364661464	3.46197885392201	4.42208834024773	2.72785282839839	3.09648217665413	1.92716410623426	2.2512917986065	3.10593106585207	3.28802868355652	3.4522073025699	2.18041745901984	3.27827616814965	2.91560622907471
NETCR_019_V2	3.58795353552398	3.97893371071077	2.69934576047206	3.81242364020539	4.60995870271989	5.34477147091992	2.50552593699074	2.01356879752913	5.19556455897321	4.42208834024773	3.25924971900647	2.42303124606991	2.23323501485925	5.20548910423684	3.47165584531072	4.68923556110576	2.56032328907275	7.98034181682586	3.4522073025699	9.22009860517186	5.75317563159212	5.98252470553851	5.0166173657738	4.42208834024773	1.54115907168081	5.24528571999623	5.42442124334376	6.20202931621533	5.76315140646303	4.4320065669789	7.3206593161873	5.59374436944726	4.50114211556404	2.38600670113312	3.77322060254769	2.88759011493429	3.85142338329922	3.74384101218791	2.47737838336721	3.19212108755938	2.56955412384829	3.06758771065442	5.03649795362198	2.80275413657151	3.86136109062592	5.18559649648392	3.08694315360738	2.56955412384829	5.61363892480323	6.47154226192519	3.91999117507732	4.08698420781581	5.31492863235323	3.85142338329922	3.83189696094886	4.14598779537394	3.53950899745967	4.15575319035074	4.64956977328478	4.37273358776229	2.95334655705755	6.77114486531935	4.45166929500233
NETL_012_V1	2.88759011493429	2.82137888640921	2.44147709186066	3.15359035816957	4.15575319035074	2.47737838336721	2.07442899985629	1.49514876603197	5.1060666786762	3.48124008933569	3.53950899745967	1.78339121955754	1.78339121955754	4.37273358776229	2.91560622907471	2.98214032003452	1.84213567655312	7.45057944484915	2.10046890887191	8.24026376813821	4.85779486662447	4.72889111297785	3.78305262413119	3.41345527905766	1.24703229378638	4.81810177222588	4.73882657080077	6.74118107915582	4.33323022048492	2.92530980925744	5.56383051422876	4.17546361350689	3.82209829790016	2.18041745901984	3.69511000386457	2.287471455184	3.00121720378456	1.80005827204275	3.01062088604774	2.42303124606991	1.04380405217311	2.73696154459663	4.35298394922115	1.93585981320181	3.36522472120334	4.85779486662447	2.10900034392138	2.67138621673062	2.03992078351755	3.75373042643355	3.73409179693548	4.3233376383252	5.73324418480582	3.10593106585207	3.10593106585207	3.47165584531072	2.65324196460721	2.72785282839839	3.61711488788463	2.53290284805626	2.58776403522771	3.99856760682833	3.82209829790016
NETL_012_V2	2.34084380511114	2.70871664564537	1.81807677754543	3.20152618653309	3.87099265587015	2.66235524184008	1.47017584510059	1.30562645805244	4.42208834024773	3.63679637424371	1.51732262352629	2.08318452795867	1.63705307946707	4.04760229966997	3.40386049908164	3.79278891750445	2.68102152871429	7.22073222165514	2.63476240533238	8.16028679212235	5.90274261704718	4.72889111297785	4.13612609623706	3.22087382753087	1.53255686809814	4.80819265930608	4.73882657080077	6.69123971395815	4.05750767217013	3.82209829790016	5.81299555962952	3.79278891750445	3.59786005572677	1.43983512804792	4.7090796493786	2.12704052047911	3.48124008933569	2.18041745901984	2.72785282839839	2.32336763217657	2.10900034392138	2.55100645149252	4.24448722065182	2.56955412384829	3.15359035816957	4.79826681595	1.71739505393919	2.01356879752913	2.01356879752913	5.04645278696165	2.91560622907471	3.7244878815813	6.85105793530359	2.76506045581899	2.78377591163035	3.70499883599382	2.69056488676119	3.12500460925813	3.73409179693548	3.46197885392201	2.2512917986065	4.5110792625885	3.37485340632255
NETL_003_V1	3.65609796458956	2.95334655705755	3.29768700529249	2.77446196662146	3.19212108755938	3.53950899745967	1.95302761682418	1.83418018511201	4.66945867587045	3.8416005411316	2.11866225483312	2.75556971707019	2.05668455455722	4.38252650971553	3.48124008933569	3.23040906068187	3.7244878815813	6.48153118641403	2.92530980925744	8.16028679212235	5.02657425789776	4.13612609623706	4.19524514715783	4.27402374212223	1.25561603747777	4.37273358776229	4.81810177222588	5.50407057865816	4.50114211556404	3.7635229971097	6.96094527349624	4.91734973004026	3.60739821224605	1.63705307946707	3.12500460925813	2.84954976337591	6.67127316322875	1.79175946922805	2.59749101053515	1.53255686809814	2.45014265735166	2.77446196662146	4.59015806586759	1.63705307946707	2.79300390698237	4.4320065669789	1.58923520511658	3.55877076876692	4.95702352464761	5.52401764664394	4.11643215868611	5.1656998419332	5.49413083019029	2.91560622907471	3.43269604872153	2.67138621673062	2.74662968306969	3.63679637424371	4.5209186335405	2.92530980925744	2.59749101053515	6.80111616849242	4.5110792625885
NETL_003_V2	3.67554088967476	2.60638654732571	2.77446196662146	2.60638654732571	3.14415227867226	3.10593106585207	1.94448055624572	1.48613969608961	4.73882657080077	3.17262244035074	2.55100645149252	2.05668455455722	1.99605993274078	4.33323022048492	2.92530980925744	3.13462427242061	3.5201649007262	6.0523479589648	2.84954976337591	7.96034806166014	5.00669420486299	3.99856760682833	4.5703716804454	3.97893371071077	0.963174317773006	4.30365960559978	4.82807370849769	5.26517414795478	4.36284381525711	2.72785282839839	6.95095843628278	5.1656998419332	2.86846692250811	1.31372366828506	3.48124008933569	2.71800053195538	6.17209717846997	1.23547147138531	2.10046890887191	1.50185270175416	1.96150224381515	2.82137888640921	4.60995870271989	2.02154756326093	3.31709087236516	4.45166929500233	1.65249740189455	3.70499883599382	3.4522073025699	4.73882657080077	3.51035069555868	5.04645278696165	6.00247866837108	3.35550242240003	3.20152618653309	2.35896542643015	2.45014265735166	3.03927057556847	4.08698420781581	3.23040906068187	2.6440448711263	4.44182738779192	3.34603697048488
